data_aniversário,autoriza_postagem_niver,idade,escolaridade,bairro_cidade,raca_etnia,genero,orientacao_sexual,tem_filhos,area_ti_ou_trasicao_carreira,situacao_profissional,profissionalmente_ativa,profissao_atual,renda_mensal,trabalha_estuda_com_tecnologia,programa_python,quanto_tempo_programa_python,tem_interesse_aprender,seu_nivel_python,ja_trabalhou_qual_segmento,ja_trabalhou_outras_tecnologias,como_conheceu_pyladies,ja_participou_evento,o_que_espera_comunidade,como_voce_pode_ajudar_comunidade,frequencia_participa_evento,quais_eventos_mais_gosta,qual_area_desperta_mais_interesse,ministrar_palestra_cursos,sobre_quais_assuntos,o_que_poderia_desperar_interesse_para_interagir_participar_mais,gostaria_participar_do_programa_mentoria,faz_parte_de_outra_comunidade,tem_experiencia_organizacao_evento,interesses,dificuldades_mulheres_na_ti,tipo_apoio_voce_espera_da_comunidade,prefere_trabalhar_em_projetos_individuais_ou_equipes,autoriza_autorizacao_manter_info,autorizacao_imagem,email_hash,nome_hash,contato_hash
19/06,Sim,Entre 25 e 30 anos,Graduação - cursando,FORTALEZA/PARQUE GENIBAÚ,Parda,Cisgênera,Heterossexual,Não,"Sim, mas já trabalhei com telemarketing.","Não trabalho, mas não estou buscando um emprego/estágio",Estou buscando ativamente novo emprego/estágio/etc.,Desenvolvimento back end | ciência de dados,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Mais de 4 anos,Sim,Mais de 4 anos,Não se aplica,Não sei definir,Análise/Visualização de Dados;Data Science;Machine Learning,"flutter/dart, react","Redes Sociais (Instagram, Facebook e etc);Indicação de amiga(o)","Sim, como participante",ESPERO PODER CRIAR UM BOM NETWORKING AJUDAR E SER AJUDADA NA MINHA TRILHA,EU QUERIA MUITO PALESTRAR MAS AINDA NAO ME SINTO SEGURA GOSTARIA TAMBEM DE MENTORAR,1 evento por ano,Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,Data Science;Desenvolvimento Web;Machine Learning,"no momento, não me sinto segura, mas queria MUITO.","IA, DS e um pouco de desenvolvimento.","acho que a comunidade já é bem completa nesse quesito, minha questão é mais disponobilidade mesmo.","Sim, como mentora e mentorada",PUG-CE,Não,"📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🧘‍♀️ (bem-estar, para práticas como yoga)",ME POSICIONAR FICO COM MEDO PE ATRAS,QUESTAO DE CURRICULO APRESENTACAO PESSOAL ENTREVISTAS,"em equipe, pois nas empresas trabalhamos em equipes, então é muito mais familiar e já se acostuma, além das trocas de experiência/conhecimento com as meninas","Sim, autorizo!","Sim, autorizo!",832758049f56368f76f8edbe9f9282cbc2d0e2b6b9150b920ac4750d7105c2b5,344a62b78eaca3276a9b2974b338ece79c4fc59788bd9e986bdea8a5c87e4900,92ed497352846809c41f721bf98f415f33c64827ad0b7f46266301ba3f556bd2
09/11/1999,Sim,Entre 25 e 30 anos,Graduação - incompleto,jose walter,Amarela,Cisgênera,Heterossexual,Sim e sou a única responsável por eles,sim,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,analista de dados,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,Sim,menos de 1 ano,Sim,Júnior,Análise/Visualização de Dados,nula,"Redes Sociais (Instagram, Facebook e etc)","Sim, como participante",NULA,NULA,Entre 1 a 3 eventos por ano,Workshops;Tutoriais,Análise/Visualização de Dados;Data Science,Talvez,nula,nula,"Sim, como mentorada",frontend,Não,"📚 (livros, representando interesses em leitura);🧘‍♀️ (bem-estar, para práticas como yoga)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",a0cea0ce0129df9e160e663886be6a917790b33decf7c17dba4c2095a2de0dde,5f7e57c5b25f371a12d6ac92ec67ad9ba4139b282791faf5082735802969b6f9,ea3af04c7d29718e63d7a3f3fe29ff2400609e3e959bea2fdf968c096c69aaf9
14/08,Sim,Entre 25 e 30 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - incompleto,Fortaleza/Fátima,Parda,Cisgênera,Heterossexual,Não,Sim,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Cientista de dados,Acima de 7 salários míninos ( >= 9.884 ),Mais de 4 anos,Sim,2 a 4 anos,Não se aplica,Pleno,Análise/Visualização de Dados;Big Data;Data Science;Machine Learning,Pyspark/SQL/IoT,Indicação de amiga(o),"Sim, como participante",UM GRUPO DE TROCA DE INFORMACOES COMPARTILHAMENTO DE EXPERIENCIAS E VIVENCIAS SOBRE MERCADO DE TRABALHO A ATUACAO FEMININA OS NOSSOS DESAFIOS E TAMBEM UMA REDE DE APOIO FEMININA PARA COMPARTILHAR VIVENCIAS ALEM DO TRABALHOCONHECIMENTOS TECNICOS HAHAHA,FALANDO SOBRE CIENCIAS DE DADOS PERSONALIZACAO PARA USUARIOS COM MACHINE LEARNING PYSPARK E ATUACAO EM EQUIPES MULTIDISCIPLINARES,1 evento por ano,Atividades lúdicas e recreativas;Workshops;Palestras,Análise/Visualização de Dados;Big Data;Data Science;IoT;Machine Learning,Sim," personalização para usuários com machine learning, pyspark e atuação em equipes multidisciplinares",nula,"Sim, como mentora e mentorada",Não,Não,"📚 (livros, representando interesses em leitura);🧘‍♀️ (bem-estar, para práticas como yoga)",AUTOCONFIANCA EM EQUIPES COM PREDOMINANCIA MASCULINA E MAIS SENIORS TEMAS SOBRE MATERNIDADE E CARREIRA APESAR DE NAO TER FILHOS AINDA,NULA,"Os dois, acredito que depende do contexto. Acho interessante trabalhos em equipe por conta da troca de conhecimentos e apoio nos desafios inerentes aos projetos. ","Sim, autorizo!","Sim, autorizo!",9d3a5f6259f9ca5eeb4a3dd05c2a42c5ef4a6ec44acfe72eacc08fb7c989d5de,94e792dcb8fadbcc2fc0bb6f90bca383be7e705036aba4de88c66ce8283e4984,9c9be4e4aa7836898d747734ff6e2a5e170392e3add7943e1d312ccdf7cb6f33
30/06,Não,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/ANTÔNIO BEZERRA ,Parda,Cisgênera,Heterossexual,Não,"Não, estou tentando me descobrir na área. Primeira vez cursando o ensino superior ",Estagiária,Estou buscando ativamente novo emprego/estágio/etc.,nula,Menos de 1 salário mínino ( < 1.412),menos de 1 ano,Não,Não se aplica,Sim,Não se aplica,Não se aplica,nula,Indicação de amiga(o),Não,OPORTUNIDADES DE EMPREGO,COMPARTILHANDO INFORMACOES,nula,Workshops;Palestras,Análise/Visualização de Dados;Segurança,Talvez,Jornada de desenvolvimento ,nula,"Sim, como mentorada",Não ,Sim,"⚽ (futebol, representando interesses esportivos);🎮 (jogos, para quem curte videogames)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",d47cb00149c195a729f19f7bcef33f911c6b99d4c79dc7cf7f4e508498187d44,b21c44dc7db4ec1d767861ec1997dcb128c248af67deb9655a4980df3be666d1,3ad6a714eee2660398382ead120cfbe904373b9ecdc434bd91c3d8653f25dab7
28/01,Sim,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/JOSÉ BONIFÁCIO,Branca,Cisgênera,Heterossexual,Não,"Não, antes era da área administrativa",Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Product Manager,Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),2 a 4 anos,Não,Não se aplica,Sim,Não sei definir,Não se aplica,"Gerenciei equipes que trabalham com vue.js, graphql, react, no-code",Indicação de amiga(o),Não,FAZER NETWORKING APRENDER NOVAS COISAS,COMPARTILHANDO INFORMACOES DANDO UMA VISAO SOBRE GESTAO DE PRODUTOS,1 evento por ano,Workshops;Palestras,Análise/Visualização de Dados,Talvez,"Gestão de Produtos, Scrum",nula,"Sim, como mentorada","Sim, PMI Mulheres",Sim,"📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🌍 (viagens, para interesses em explorar o mundo);🎮 (jogos, para quem curte videogames)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",cd878a53f217ce244f55727d4004914ab2b93b969c83be924fbd6c12049cbbe3,71ef14a467bf5c18bc09b7a5a9ae49a44013f96716f43db16fca8b0bdc7a137e,2f848e5eb158d2bc07344b019fde9ad8d84129b8f49e45a3ab8afd4b7eed72b6
08/12,Não,Entre 25 e 30 anos,Graduação - concluído,FORTALEZA/ALDEOTA,Parda,Cisgênera,Heterossexual,Não,Zootecnia,Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Full Stack,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,Não,1 ano a 2 anos,Sim,Júnior,Não se aplica,Java / Typescript,"Redes Sociais (Instagram, Facebook e etc)","Sim, como participante",NULA,NULA,1 evento por ano,Workshops;Palestras;Tutoriais,Desenvolvimento Web;Machine Learning,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",Comunicação com stakeholders,"acho a comunidade ótima, só me falta tempo",Não,Uxfortal,Sim,"🎨 (arte, representando interesses criativos);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga)",ACREDITO QUE A FALTA DE UM APOIO NO TRABALHO TENHO POUCA LIBERDADE COM AMIGOS DE TRABALHO,NULA,nula,"Sim, autorizo!","Sim, autorizo!",fb9f8763c0a022683b78a6ccbec6a1062eef593346e3ad3bf758ea4a7c77b06f,bd863912539382a745bad030960c2184a25190a35cc049cebb2655bb9e916813,7cfeb8af6ffc17c03f6f3a85391d86085c6df41e6f7bd854add2c0ddfb7c8cd8
06/10,Não,Entre 25 e 30 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - cursando,FORTALEZA/PARQUELANDIA,Branca,Cisgênera,Pansexual,Não,T.I mesmo,Funcionária de empresa pública (concursada),Não quero mudar de emprego/estágio/etc.,"Analista de tecnologia (dev mobile, porém vou migrar em muito breve)",Entre 3 salários míninos a 7 salários míninos ( >= 4.236 e < 9.884 ),Mais de 4 anos,Sim,2 a 4 anos,Não se aplica,Júnior,Segurança,"Swift, flutter",Indicação de amiga(o),"Sim, como organizadora;Sim, como palestrante/ministrante de curso/etc.;Sim, como participante",NULA,NULA,1 evento por ano,Workshops;Tutoriais,Segurança,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",nula,"Pode ser bacana criar subáreas como as mencionadas anteriormente na comunidade onde as dúvidas sejam mais bem direcionadas por exemplo, quem sabe, a criação de mais coisas envolvendo Python nas subáreas","Sim, como mentora e mentorada",Algumas comunidades de segurança ,Sim,"🌍 (viagens, para interesses em explorar o mundo);🎮 (jogos, para quem curte videogames)",MACHISMO SEM DUVIDAS MUITAS VEZES E DIFICIL TANKAR CERTAS COISAS,NULA,nula,"Sim, autorizo!","Sim, autorizo!",5b667cd63527e44beb773effe27484967ad65e173da3a903d083002467f290d2,598276786a63a1ce43c92f97e44aa1986ecf180e8e3d634b3731c778fe83d2de,da258be47ad73d713532e346e68c9a340b8b181867da8ce3bd59b097ecd2c90a
29/07,Sim,Entre 31 e 40 anos,Graduação - concluído,CAUCAIA/ARATURI,Parda,Cisgênera,Lésbica,Não,Não. Administradora Condominial/Sindica Profissional ,Funcionária de empresa privada (CLT/PJ),"Estou em progressão de carreira, busco oportunidade na área de tecnologia ",nula,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),menos de 1 ano,Sim,menos de 1 ano,Sim,Júnior,Não se aplica,nula,"Redes Sociais (Instagram, Facebook e etc);Minha esposa que me inscreveu no evento em Abril.","Sim, como participante",ESPERO FAZER NETWORK APRENDER COM AS MENINAS MAIS EXPERIENTES AUXILIAR NO QUE FOR NECESSARIO TAMBEM,POSSO AUXILIAR NA LOGISTICA NA ORGANIZACAO DOS EVENTOS,Entre 1 a 3 eventos por ano,Workshops;Palestras;Tutoriais,Desenvolvimento Web;IoT;Segurança;Testes,Quero aprender um pouco mais para ministrar.,Transição de carreira ,Grupo de estudos semanais ,"Sim, como mentora e mentorada","Não, até o momento.",Sim,"🎶 (música, para interesses musicais);🍳 (culinária, para quem gosta de cozinhar)",NULA,OPCAO,Em equipe ,"Sim, autorizo!","Sim, autorizo!",75df1fa61f480265c62dfb29f1a00e9b998d5693ae145a5d4ab060c99cea68f9,1ac833ea372beb237295767cff62aebb17a3eae64ef21455fd7ab1c9bdc9ffe8,26ff68ffdffa484353647cc96bc983e370894ac242c969d6bfca7cdd42d3877b
28/11,Sim,Entre 41 e 50 anos,Graduação - concluído,ALDEOTA,Branca,Transgênera,Lésbica,Não,Sempre,Funcionária de empresa privada (CLT/PJ),Não quero mudar de emprego/estágio/etc.,Gerente de Pós-Venda,Acima de 7 salários míninos ( >= 9.884 ),Mais de 4 anos,Sim,2 a 4 anos,Não se aplica,Júnior,Análise/Visualização de Dados;Desenvolvimento Web;Jogos,"+30 anos de TI - Praticamente todas as areas de infra - S.O., Conectividade, Armazenamento e Segurança. Comecei programando em C (década de 90)",Indicação de amiga(o),"Sim, como participante",CONHECER MAIS MULHERES LIGADAS A TECNOLOGIA,TENHO DISPONILIDADE PARA COMPARTILHAR MINHA EXPERIENCIA EM GESTAO E MEU CONHECIMENTOS EM TI,Entre 1 a 3 eventos por ano,Atividades lúdicas e recreativas,Análise/Visualização de Dados;Big Data;Data Science;IoT;Machine Learning,Sim,"Segurança, infra, sistemas operacionais, nuvem...",O que existe está ótimo pra mim,Talvez,não,Não,"🎨 (arte, representando interesses criativos);⚽ (futebol, representando interesses esportivos);🎮 (jogos, para quem curte videogames)",ATUALMENTE QUASE NENHUM MAS MUITO DEVIDO A POSICAO QUE EU OCUPO,NAO SEI DIZER,Equipe,"Sim, autorizo!","Sim, autorizo!",fefd92d288765130b80936d0c46e9a3bbd0adc8f8feb6c92e59bcc24157d1299,ddece6c1c3601c7138444638be7f1e9abaea46bc1afcd177b702716e96399238,d905fbe28ba744528c093340ba5495f0678ded0ff6caba9d0e4bc2594d81c871
13/01,Sim,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - cursando,FORTALEZA/PAUPINA,Parda,Cisgênera,Heterossexual,Não,"Sim, sempre fui.",Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Engenharia de software ,Acima de 7 salários míninos ( >= 9.884 ),Mais de 4 anos,Não,Não se aplica,Sim,Júnior,Não se aplica,Java,"Redes Sociais (Instagram, Facebook e etc)","Sim, como participante",QUE MAIS MULHER CONSIGAM ENCONTRAR A COMUNIDADE,PARTICIPANDO DO EVENTOS DAS ORGANIZACOES,Entre 1 a 3 eventos por ano,Workshops;Palestras,Data Science;Desenvolvimento Web,Não,nula,nula,"Sim, como mentorada",Não,Não,"🎨 (arte, representando interesses criativos);🎶 (música, para interesses musicais);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga)",MOSTRAR QUE SOU CAPAZ,NULA,"Em equipe, pois aprendo e ensino ao mesmo tempo","Sim, autorizo!","Sim, autorizo!",6b4e6455595312f3656fbef96a457fd482efb412effe9248eec9a2fabc9f7642,1acebbe7c57f9d66ba62ce93b7a2f3d33a43b7595b54b42875faa2e778a2d60a,9c359e8d19f991b2019ea09808c81c3fb57c353f6c11025bcdc1611761ff6c11
24/03/1994,Sim,Entre 25 e 30 anos,Pós-Graduação Stricto Sensu (Mestrado/Doutorado/Pós-Doutorado) - cursando,Fortaleza/Messejana ,Branca,Cisgênera,Heterossexual,Não,"Não, Ciências Econômicas",Bolsista de instituição acadêmica,"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Cientista de dados ,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Mais de 4 anos,Sim,menos de 1 ano,Sim,Júnior,Machine Learning,"R, Stata",Indicação de amiga(o),Não,NULA,NULA,nula,Workshops;Palestras;Tutoriais,Análise/Visualização de Dados;Big Data;Data Science;Machine Learning,Sim,"Com aplicação em R na área Crescimento Econômico, Economia da Educação, Economia Regional, Urbana, Agrícola e Agrária.",nula,"Sim, como mentora e mentorada",Não ,Sim,"🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga);🎮 (jogos, para quem curte videogames)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",be61d85a2463aefd8cc72d5442510b021be531848e3e40ce1106a35f88c9fe7e,aeb64aadf94faa99d4b68383e0d6004b2eba962da9ed7b8c2c1fb60124a29463,935a07e8c3a2bb31cb97b6b8f702868fb4bc99a4184f0fee23bb1843253a7f54
08/11,Não,Entre 18 e 24 anos,Graduação - cursando,FORTALEZA/BENFICA,Parda,Cisgênera,Assexual,Não,"Não, minha área original era eletromecânica",Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,Minha área de atuação é ciência de dados.,Menos de 1 salário mínino ( < 1.412),2 a 4 anos,Sim,2 a 4 anos,Não se aplica,Júnior,Análise/Visualização de Dados;Desenvolvimento Web,nula,Evento,Não,NULA,NULA,nula,Workshops;Palestras,Análise/Visualização de Dados;Data Science,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",nula,nula,"Sim, como mentora e mentorada",Não participei ainda,Não,nula,NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",62e88bcf860fe29fcdc0d0fa4fb8968723fae7212592f2149e1f7b56911096f1,abbd16578e5313406e848c6e990151483ae9668d3c32917de6819346ffbc91ee,041e5106910a7c63e98970d3978c0436ba16ba82705eb938b6b8d6584aba04c1
06/08/1997,Não,Entre 25 e 30 anos,Graduação - concluído,SAPIRANGA,Parda,Prefiro não informar,Bissexual,Não,Sim.,Não trabalho e estou buscando um emprego/estágio,Estou buscando ativamente novo emprego/estágio/etc.,Desenvolvimento de software Backend,Menos de 1 salário mínino ( < 1.412),Mais de 4 anos,Sim,menos de 1 ano,Não,Não sei definir,Análise/Visualização de Dados;Data Science;Desenvolvimento Web,Django. Pandas,Indicação de amiga(o),Não,APOIO UNIAO INDEPENDENTE DE LINGUAGEM,CONHECIMENTOS QUE JA POSSUO E TAMBEM JA PARTICIPEI DE EVENTOS NA FACULDADE COMO ORGANIZADORA ACREDITO QUE SURGINDO A OPORTUNIDADE PARTICIPARIA COM A PYLADIES,1 evento por ano,Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,"Testes;Organização de projetos. E coisas voltadas para Backend, e talvez mobile","Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa","Curso de lógica com Java, git. Mas estou me aperfeiçoando no estudo e futuramente poderia contribuir com mais.","Sou uma pessoa tímida, mas acredito que encontros com fim de compartilhar e ouvir outras, como apoio mentoria.","Sim, como mentorada",Cafeinas,Sim,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🎶 (música, para interesses musicais);🍳 (culinária, para quem gosta de cozinhar);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga);🎮 (jogos, para quem curte videogames)",COMO MULHER SINDROME DO IMPOSTOR MEDO DE NAO CONSEGUIR E NA FACULDADE SEMPRE FUI DEIXADA DE LADO ERA A UNICA MULHER EM ALUNOS,MENTORIA RODA DE CONVERSA,"Individuais. Simplesmente por nunca ter lidado com projetos em grupo, mas é algo que eu gostaria de desenvolver ","Sim, autorizo!","Sim, autorizo!",ffdde477ff0b70a7a88239f6fb4eca0b35284216f846338e5fb0633db47ca1c4,bbcd18419530ee5a76615fa0cec556e2ec037c6a16c46a57ca1fb3ceaeb86847,d86403c0d69cc1dee03794821008774ff16c2dcd045e715350590dadc8e400f1
03/07/,Não,Entre 31 e 40 anos,Graduação - cursando,FORTALEZA BOA VISTA ,Parda,Cisgênera,Bissexual,"Sim, mas não sou a responsável por eles",Não sou da área mas estou cursando ads,Bolsista de instituição acadêmica,Não quero mudar de emprego/estágio/etc.,"Nenhum dos que eattaoo aí ,sou coatureira ",Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),1 ano a 2 anos,Não,Não se aplica,Sim,Não se aplica,Não se aplica,nula,Indicação de amiga(o),Não,CONHECER MAIS O MUNDO DA TI,CONHECENDO O MUNDO,nula,Nunca  participei,Segurança,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",Nunca participei desse tipo de apresentação ,Bons materiais ,Talvez,Não ,Não,"🎶 (música, para interesses musicais);🍳 (culinária, para quem gosta de cozinhar);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga)",AINDA HA PRECONCEITO,CONHECER SOBRE AS LINGUAGENS DE UMA FORMA MAIS SIMPLES,Equipe .pq juntos pensamos melhor ,"Sim, autorizo!","Sim, autorizo!",9805c54fb72fe54dcbb24f4e2fa8630fa34c7f253604bba9b0922dc4d680d732,bb17bf4fb09fe00e9486c2fd60697d4d23bd3942aa0a428164a9b2f421adaa8f,3d4ff206eff568695027ff6c5a0ffac064263e81e76312ac1b65a2cadf69d43d
28/12,Sim,Menor de 18 anos,Ensino Médio/Técnico (cursando ou concluído),DOM LUSTOSA/FORTALEZA,Branca,Cisgênera,Heterossexual,Não,"Sim, sempre fui.",Bolsista de instituição acadêmica,Estou buscando ativamente novo emprego/estágio/etc.,Desenvolvedora de Software/Programadora e TDD,Menos de 1 salário mínino ( < 1.412),2 a 4 anos,Sim,2 a 4 anos,Sim,Não sei definir,Análise/Visualização de Dados;Data Science;Machine Learning,"JavaScript, HTML/CSS, swift, dart, flutterflow, kotlin, react...",Evento;Mandaram no grupo da sala que iria acontecer o meetup das pyladies e fiquei interessada na comunidade,"Sim, como organizadora;Sim, como participante;Apresentei ""quem é/o que é o pyladies"" no django girls",QUE DISSEMINE CONHECIMENTO E PRINCIPALMENTE ACOLHA TODAS AS MULHERES QUE DESEJAM SEGUIR CARREIRA NA AREA DA TECNOLOGIA,DIVULGANDO APOIANDO PARTICIPANDO AJUDANDO NOS PROJETOSEVENTOS COLOCADOS EM PAUTA,Entre 3 a 5 eventos por ano,Atividades lúdicas e recreativas;Workshops;Palestras,Desenvolvimento Web;IoT;Machine Learning,"Sim, tendo apoio e divindindo espaço da apresentação com outra pessoa",nula,nula,"Sim, como mentorada","Não faço parte, estou conhecendo outras no momento",Sim,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);⚽ (futebol, representando interesses esportivos);🎶 (música, para interesses musicais);🍳 (culinária, para quem gosta de cozinhar);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga)",AMBIENTE COM A GRANDE MAIORIA SENDO HOMENS ME SINTO MEIO DESLOCADA E DESCONFORTAVEL QUANDO ACONTECE,NULA,"Equipe, porque acredito que podemos chegar longe com união e parceria.","Sim, autorizo!","Sim, autorizo!",f27d1cfe4c6f5b319936220f2f20f10e4b9d418027e5060168ec785446ef9965,a2e6f06f861480b2cf2317192abad11fe426bbaafd09e22654b1f51a5a037656,612e156176993f807a08116e469fe55a5daf60395d70ffd113212f2fde9e5d7b
09/jul,Sim,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - cursando,FORTALEZA/ QUINTINO CUNHA ,Branca,Cisgênera,Prefiro não informar,Não,Administrativo ,Funcionária de empresa privada (CLT/PJ),Estou buscando ativamente novo emprego/estágio/etc.,Scrum Master,Entre 1 salário mínino a 3 salários míninos ( >= 1.412 e < 4.236 ),Mais de 4 anos,Não,Não se aplica,Sim,Não se aplica,Não se aplica,Aprendendo SQL,"Redes Sociais (Instagram, Facebook e etc)",Não,ORIENTACAO E DICAS DE COMO EVOLUIR CONHECIMENTO NA UTILIZACAO DA LINGUAGEM PYTHON,INICIALMENTE VOU APRENDER E BSERVAR EM COMO PODEREI CONTRIBUIR COM AS HABILIDADES QUE JA POSSUO,nula,Atividades lúdicas e recreativas;Workshops;Palestras;Tutoriais,Análise/Visualização de Dados;Big Data;Data Science,Talvez,"Scrum, Kanban, Gestão de projetos tradicionais ",nula,"Sim, como mentorada","Open room, PMI CE, agilistas em ação ",Sim,"🎶 (música, para interesses musicais);🌍 (viagens, para interesses em explorar o mundo)",SALARIOS MENORES QUE OS DOS HOMENS PARA AS MESMAS FUNCOES,NULA,Dependendo do porte do projeto é  impraticável executar sozinho. Me adapto a cada circunstância ,"Sim, autorizo!","Sim, autorizo!",c6357571f13f6ecb1e3cc2667a99cfec4c0a83bfa7c154305e26bad61dcdcbe7,9af418c40b4206fae47590f78a33fb363d98d3d5c711ff3d284c328cf2a3c174,a489dd44139c18e4491e6b8de04c2169fdd8029baa2e4dc36bc800a3ecd83ef1
24/02,Sim,Entre 31 e 40 anos,Pós Graduação Lato Sensu (Especialização/MBA/etc) - concluído,Benfica ,Branca,Cisgênera,Lésbica,Não,"Não, fiz migração da Engenharia de Alimentos através de um programa trainee",Funcionária de empresa privada (CLT/PJ),"Não estou procurando novo emprego/estágio/etc., mas aceito receber propostas",Cientista de Dados ,Acima de 7 salários míninos ( >= 9.884 ),2 a 4 anos,Sim,2 a 4 anos,Sim,Pleno,Análise/Visualização de Dados;Data Science;Machine Learning,SQL,"Redes Sociais (Instagram, Facebook e etc)","Sim, como participante",APOIO TECNICO E UMA COMUNIDADE FEMININA FORTE,EVENTOS E PARTICIPACAO ATIVA NO GRUPO,Entre 1 a 3 eventos por ano,Atividades lúdicas e recreativas;Workshops,Análise/Visualização de Dados;Big Data;Data Science;IoT;Machine Learning;Web scrapping,Não,nula,nula,"Sim, como mentora",não ,Sim,"🎨 (arte, representando interesses criativos);📚 (livros, representando interesses em leitura);🌍 (viagens, para interesses em explorar o mundo);🧘‍♀️ (bem-estar, para práticas como yoga)",NULA,NULA,nula,"Sim, autorizo!","Sim, autorizo!",b1532cb5f8bcbffe0b2db7b51c866056aedd903eab5c4a933f231739bcce8449,1de886cf3a57b001745dc342d0e67a2a64999fe9ea88446bcd5bb4b6d0035535,043d854ac7a463a441fca7f5b233e8737a02c8d6ffd980c368eaff05059026ac
